Data,Adreça,Adreça geo,Hora,Entitat,Latitude,Longitude
15/02/2018,C/ Arago 60 (Metro Rocafort),"Carrer d'Aragó, 60, 08015 Barcelona, Spain",11:00 (ha canviat l'hora),GHAS,41.3818687,2.1513448
16/02/2018,"Rambla del Poblenou, 92 (Metro Llacuna)","Rambla del Poblenou, 92, 08005 Barcelona, Spain",10:15,PAH Bcn,41.4020776,2.2001022
20/02/2018,"C/ Pons i Pons, 19","Carrer Pons i Pons, 19, 08923 Santa Coloma de Gramenet, Barcelona, Spain",10:30,PAHV Gramanet,41.4444571,2.2128491
20/02/2018,"C/ Espriu, 11","Carrer de Salvador Espriu, 11, 08005 Barcelona, Spain",12:00,PAHV Gramanet,41.386945,2.1942985
23/02/2018,"C/ Irlanda, 79","Carrer d'Irlanda, 79, 08922 Santa Coloma de Gramenet, Barcelona, Spain",11:30,️ PAHV Gramanet,41.4491114,2.2144957
26/02/2018,"C/ Doctor Modrego, 24","Carrer del Dr. Modrego, 24, 08918 Badalona, Barcelona, Spain",12:30,️ PAC Badaloma,41.4383801,2.2302209
23/02/2018,"C/ Príncep Jordi, 8","Carrer del Príncep Jordi, 8, 08014 Barcelona, Spain",08:30,️ GHAS,41.3759272,2.1467329
21/02/2018,"C/ Blasco de Garay, 48","Carrer de Blasco de Garay, 48, 08004 Barcelona, Spain",09:30,️ Sindicat de Barri de Poble Sec,41.3726349,2.1624249
21/02/2018,"C/ Sant Antoni Abat, 8","Carrer de Sant Antoni Abat, 8, 08001 Barcelona, Spain",08:30,️ Raval Resistim,41.3794732,2.1655686
21/02/2018,"C/ Sant Erasme, 7","Carrer de Sant Erasme, 7, 08001 Barcelona, Spain",10:30,️ Raval Resistim,41.3812886,2.1645333
21/02/2018,"C/ Cuba, 35","Av. de Mistral, 33, 08015 Barcelona, Spain",11:30,P.A.C Badalona,41.3766091,2.1570687
21/02/2018,"C/ Perú, 76","Barcelona, Spain",12:00,P.A.C Badalona,41.3850639,2.1734035
21/02/2018,"C/ Cervantes, 27-33","Carrer de Cervantes, 27, 08912 Badalona, Barcelona, Spain",12:15,P.A.C Badalona,41.43919,2.24157
28/02/2018,C/ Joan de Peguera amb C/ Nació,"Carrer de Joan de Peguera, 75, 08026 Barcelona, Spain",08:30,OHT Clot-Camp de l'Arpa,41.4142998,2.1825002
23/02/2018,"C/ del Moianès, 12 (Metro Hostafrancs)","Carrer del Moianès, 12, 08014 Barcelona, Spain",08:30,PAH Bcn,41.3708689,2.1425447
23/02/2018,"C/ Esteras, 15 (Metro Santa Eulàlia)","Carrer d'Esteràs, 15, 08028 Barcelona, Spain",08:30,PAH Bcn,41.3708034,2.1295774
27/02/2018,"C/ Beates, 1","Carrer de les Beates, 1, 08003 Barcelona, Spain",09:30,️ Resistim al Gòtic,41.3862566,2.1766192
01/03/2018,"C/ Floridablanca, 31 (Metro La Salut)","Carrer de Floridablanca, 31, 08015 Barcelona, Spain",11:30,P.A.C Badalona,41.3767988,2.1557971
01/03/2018,"C/ Pablo Iglesias, 12 (Metro La Salut)","Carrer de Pablo Iglesias, 12, 08016 Barcelona, Spain",12:00,P.A.C Badalona,41.442559,2.1811606
01/03/2018,"C/ Alfonso XIII, 567 (Metro Artigues-Sant Adrià)","Av. d'Alfons XIII, 567, 08918 Santa Coloma de Gramenet, Barcelona, Spain",12:30,P.A.C Badalona,41.4335944,2.2177869
02/03/2018,C/ Les Agudes 58,"Carrer de les Agudes, 58, 08033 Barcelona, Spain",09:00,️ AAVV Ciutat Meridiana,41.4632348,2.1786158
05/03/2018,"C/ Robadors, 4 (09:00h)","Carrer d'En Robador, 4, 08001 Barcelona, Spain",De 09:00 a 11:30h,️ Raval contra la Violència Immobiliària,41.380075,2.1702099
05/03/2018,"C/ Aurora, 19 (10:00h)","Carrer de l'Aurora, 19, 08001 Barcelona, Spain",De 09:00 a 11:30h,️ Raval contra la Violència Immobiliària,41.3781075,2.1674071
05/03/2018,"C/ Lluna, 27 (11:30h)","Carrer de la Lluna, 27, 08001 Barcelona, Spain",De 09:00 a 11:30h,️ Raval contra la Violència Immobiliària,41.3815769,2.165434
05/03/2018,C/ Napols 26 (La Salut),"Carrer de Nàpols, 26, 08018 Barcelona, Spain",08:00,️ P.A.C Badalona,41.391815,2.1842539
06/03/2018,C/ Berenguer de Palou 51,"Carrer de Berenguer de Palou, 51, 08027 Barcelona, Spain",09:00,️ P.A.H Barcelona,41.4242642,2.1915289
07/03/2018,C/ Sant Frederic 6,"Carrer de Sant Frederic, 6, 08028 Barcelona, Spain",12:00,️ P.A.C Badalona,41.3735369,2.1286462
08/03/2018,C/ Mare Eterna 34-36,"Carrer de la Mare Eterna, 34, 08030 Barcelona, Spain",09:00,️ 500x20,41.4348621,2.2033626
08/03/2018,"C/ Xile, 37","Passatge de Xile, 37, 08028 Barcelona, Spain",9:15,P.A.C Badalona,41.3763646,2.1149379
12/03/2018,C/ Simancas 52,"Carrer de Simancas, 52, 08042 Barcelona, Spain",10:30,P.A.C Badalona,41.445623,2.1742326
13/03/2018,"C/ de Roger, 31 (Metro Badal)","Carrer de Roger de Llúria, 31, 08009 Barcelona, Spain",8:30,PAH Barcelona,41.3919361,2.1701037
13/03/2018,"C/ de l'Estrella, 3-5 (Metro Rambla Just Oliveras)","Carrer d'Ocata, 6, 08003 Barcelona, Spain",9:30,PAH Barcelona,41.3837651,2.185069
13/03/2018,"C/ del Princep Jordi, 8 (Metro Espanya)","Carrer del Príncep Jordi, 8, 08014 Barcelona, Spain",9:00,GHAS,41.3759272,2.1467329
14/3/2018,"C/ Espriu, 11","Carrer de Salvador Espriu, 11, 08005 Barcelona, Spain",12:30,️ PAHV Gramanet,41.386945,2.1942985
15/3/2018,"C/ Creu de Molers, 24","Carrer de la Creu dels Molers, 24, 08004 Barcelona, Spain",09:00,️ SdB Poble Sec,41.3734244,2.1615017
13/3/2018,"C/ del Mas Marí, 63","Carrer del Mas Marí, 63, 08923 Santa Coloma de Gramenet, Barcelona, Spain",12:00,PAHV Gramanet,41.4467879,2.2176524
14/03/2018,C/ Sardana 1,"Barcelona, Spain",09:30,P.A.C Badalona,41.3850639,2.1734035
14/03/2018,C/ Via Julia 39,"Via Júlia, 39, 08042 Barcelona, Spain",09:00,500x20,41.4403893,2.1760157
14/03/2018,"C/ Subur, 13 (Metro Florida)","Barcelona, Spain",09:30,PAH Barcelona,41.3850639,2.1734035
15/03/2018,"C/ de la Mineria, 62 (La Campana)","Carrer de la Mineria, 62, 08038 Barcelona, Spain",08:30,PAH Barcelona,41.3673383,2.1403518
15/03/2018,"C/ dels Assaonadors, 23 (Metro Jaume I)","Carrer dels Assaonadors, 23, 08003 Barcelona, Spain",08:30,PAH Barcelona,41.3861693,2.1810457
15/03/2018,"C/ d'Elkano, 5 (Metro Paral·lel)","Carrer d'Elkano, 5, 08004 Barcelona, Spain",08:30,PAH Barcelona,41.3723113,2.1655538
15/03/2018,"C/ de Nàpols, 45","Carrer de Nàpols, 45, 08018 Barcelona, Spain",10:00,PAHV Gramenet,41.3925119,2.1827626
19/03/2018,"C/ del Sant Crist, 61 (Metro Pl. Sants)","Carrer del Sant Crist, 61, 08014 Barcelona, Spain",09:15,PAH Barcelona,41.3743155,2.1375932
20/03/2018,"C/ Roger de Llúria, 38-40","Carrer de Roger de Llúria, 38, 08009 Barcelona, Spain",08:30,PAHV Gramenet,41.3919729,2.1705642
20/03/2018,Av. Santa Coloma 46,"Avinguda de Santa Coloma, 46, 08922 Santa Coloma de Gramenet, Barcelona, Spain",11:00,PAHV Gramenet,41.4483895,2.2076862
20/03/2018,"C/ Florència, 61","Florence, Metropolitan City of Florence, Italy",12:00,PAHV Gramenet,43.7695604,11.2558136
21/03/2018,"C/ d'Irlanda, 88","Carrer d'Irlanda, 88, 08922 Santa Coloma de Gramenet, Barcelona, Spain",11:30,PAHV Gramenet,41.4486128,2.214194
20/03/2018,"C/ d'Alonso Cano, 4 (Metro Llucmajor)","Carrer d'Alonso Cano, 4, 08042 Barcelona, Spain",10:30,500x20,41.4415293,2.1730595
21/03/2018,"Plaça Alta de Can Clos, 13","Plaça Alta de Can Clos, 13, 08038 Barcelona, Spain",09:00,PAH Barcelona,41.3615438,2.1468344
04/04/2018,"Radas, 67","Carrer de Radas, 67, 08004 Barcelona, Spain",09:00,Sindicat de Barri de Poble Sec,41.372221,2.1605371
04/04/2018,Comte Borrell 59,"Carrer del Comte Borrell, 59, 08015 Barcelona, Spain",09:00,Sindicat de Barri de Poble Sec,41.37749,2.1621463
03/04/2018,carrer Les Agudes 114,"Carrer de les Agudes, 114, 08033 Barcelona, Spain",09:00,AAVV Ciutat Meridiana,41.4614813,2.1732358
03/04/2018,carrer Japó 21,"Carrer del Japó, 21, 08016 Barcelona, Spain",09:00,500x20,41.441161,2.1779243
04/04/2018,Mare de Deu del Port 385-387,"Carrer de la Mare de Déu de Port, 385, 08038 Barcelona, Spain",09:00,XSM La Marina - Zona Franca,41.3636628,2.1392175
06/04/2018,Ventura Plaja 31,"Carrer de Ventura Plaja, 31, 08028 Barcelona, Spain",Per confirmar,GHAS,41.3743034,2.1259105
04/04/2018,"Sant Antoni Abat, 36","Carrer de Sant Antoni Abat, 36, 08001 Barcelona, Spain",10:00,Raval Resistim,41.3790993,2.164385
06/04/2018,Ventura Plaja 31,"Carrer de Ventura Plaja, 31, 08028 Barcelona, Spain",10:00,GHAS,41.3743034,2.1259105
09/04/2018,"C/ Vall d'Ordessa, 3 (Metro Vilapicina)","Carrer de la Vall d'Ordesa, 3, 08031 Barcelona, Spain",09:00,500x20,41.4310181,2.1666022
09/04/2018,"C/ Eduard Tubau, 36 (Metro Llucmajor)","Carrer d'Eduard Tubau, 36, 08016 Barcelona, Spain",09:00,500x20,41.4381295,2.1751369
09/04/2018,"C/ de Sant Salvador, 109","Carrer de Sant Salvador, 109, 08024 Barcelona, Spain",11:00,PAH Barcelona,41.4083647,2.1558878
10/04/2018,"C/ de Ricart, 30","Carrer de Ricart, 30, 08004 Barcelona, Spain",09:00,500x20,41.3732618,2.1577658
09/04/2018,"C/ de Sant Francesc, 24-26","Carrer de Sant Francesc, 24, 08005 Barcelona, Spain",09:30,PAHV Gramanet,41.3985346,2.2060857
10/04/2018,"C/ Olot, 8","Carrer d'Olot, 8, 08024 Barcelona, Spain",11:00,PAHV Gramanet,41.413036,2.1527056
12/04/2018,"Avinguda Banús Baixa, 23","Av. dels Banús, 08923 Santa Coloma de Gramenet, Barcelona, Spain",09:30,PAHV Gramanet,41.4460534,2.2130452
10/04/2018,"C/ de Sant Pere Mitjà, 1 (M. Urquinaona)","Carrer de Sant Pere Mitjà, 1, 08003 Barcelona, Spain",9:00,PAH Barcelona,41.3870328,2.1762984
10/04/2018,"C/ del Bou de Sant Pere, 16 (M. Urquinaona)","Carrer del Bou de Sant Pere, 16, 08003 Barcelona, Spain",9:15,PAH Barcelona,41.3880072,2.1766951
10/04/2018,"C/ Nou de la Rambla, 16 (M. Liceu)","Carrer Nou de la Rambla, 16, 08001 Barcelona, Spain",10:30,PAH Barcelona,41.3787875,2.1737216
10/04/2018,"C/ de Sant Antoni Abat, 29","Carrer de Sant Antoni Abat, 29, 08001 Barcelona, Spain",9:00,Raval Resistim,41.3790721,2.165008
10/04/2018,"C/ Lluna, 27","Carrer de la Lluna, 27, 08001 Barcelona, Spain",10:30,Raval Resistim,41.3815769,2.165434
10/04/2018,"C/ Nou de la Rambla, 16","Carrer Nou de la Rambla, 16, 08001 Barcelona, Spain",11:00,Raval Resistim,41.3787875,2.1737216
11/04/2018,"C/ de Xifré, 90 (Metro Clot)","Carrer de Xifré, 90, 08026 Barcelona, Spain",08:30,PAH Barcelona,41.410749,2.1812023
12/04/2018,"C/ de la Gerdera, 4 (Metro Sant Ildefons)","Carrer de la Gerdera, 4, 08940 Cornellà de Llobregat, Barcelona, Spain",09:00,PAH Cornellà,41.3613532,2.0847185
12/04/2018,"C/ de l'Albereda, 14 (Metro Torrassa)","Passeig de l'Albereda, València, Valencia, Spain",10:00,PAH Barcelona,39.464262,-0.3584766
13/04/2018,"Av. Rasos de Peguera, 87","Av. dels Rasos de Peguera, 87, 08033 Barcelona, Spain",09:00,AAVV Ciutat Meridiana,41.4602997,2.1740862
13/04/2018,"C/ Doctor Pi i Molist, 19 (Virrei Amat)","Carrer del Doctor Pi i Molist, 19, 08031 Barcelona, Spain",10:30,500x20,41.4315324,2.1739803
13/04/2018,C/ Travau 29 (Vilapicina),"Carrer de Travau, 29, 08031 Barcelona, Spain",11:15,500x20,41.4327883,2.1691984
13/04/2018,C/ Peñiscola 31 (Trinitat Vella),"12598 Peniscola, Castellón, Spain",09:00,500x20,40.3668829,0.3913172
16/04/2018,"C/ Salvà, 63","Carrer de Salvà, 63, 08004 Barcelona, Spain",9:00,SdB Poble Sec,41.372168,2.1652752
17/04/2018,"C/ Bòbila, 13","Carrer de la Bòbila, 13, 08004 Barcelona, Spain",9:00,SdB Poble Sec,41.3729115,2.158422
20/04/2018,"C/ Salvà, 12","Carrer de Salvà, 12, 08004 Barcelona, Spain",8:30,SdB Poble Sec,41.3743605,2.1663803
20/04/2018,"C/ Remei, 53","Carrer del Remei, 53, 08028 Barcelona, Spain",9:15,SdB Poble Sec,41.385624,2.1302607
20/04/2018,"C/ Piquer, 53","Carrer de Piquer, 53, 08004 Barcelona, Spain",10:00,SdB Poble Sec,41.3735216,2.1678992
16/04/2018,"C/ Assaonadors, 10","Carrer dels Assaonadors, 10, 08003 Barcelona, Spain",9:15,Resistim al Gòtic,41.3858867,2.1804269
17/04/2018,"C/ Roviralta, 13","Carrer de Teodor Roviralta, 13, 08022 Barcelona, Spain",11:00,PAHV Gramanet,41.4128073,2.1341683
18/04/2018,"C/ d'Espriu, 11","Carrer de Salvador Espriu, 11, 08005 Barcelona, Spain",10:30,PAHV Gramanet,41.386945,2.1942985
19/04/2018,"C/ dels Pirineus, 87","Carrer dels Pirineus, 87, 08042 Barcelona, Spain",10:30,PAHV Gramanet,41.4385542,2.1613865
19/04/2018,C/ Perafita 65,"Carrer de Perafita, 65, 08033 Barcelona, Spain",09:00,AVV Ciutat Meridiana,41.4593494,2.1702273
19/04/2018,Av Rasos de Peguera 67,"Av. dels Rasos de Peguera, 67, 08033 Barcelona, Spain",09:00,AVV Ciutat Meridiana,41.46014,2.17426
19/04/2018,C/ Les Agudes 4,"Carrer de les Agudes, 4, 08033 Barcelona, Spain",09:00,AVV Ciutat Meridiana,41.4621445,2.1768579
19/04/2018,C/ de Vallcivera 20,"Carrer de Vallcivera, 20, 08033 Barcelona, Spain",09:00,AVV Ciutat Meridiana,41.4604851,2.1779437
19/04/2018,"C/ d'Aiguablava, 26","Carrer d'Aiguablava, 26, 08033 Barcelona, Spain",09:00,,41.4487855,2.1821276
19/04/2018,"C/ d'Arnau d'Oms, 27","Carrer d'Arnau d'Oms, 27, 08016 Barcelona, Spain",09:30,PAH Barcelona,41.4298643,2.177172
19/04/2018,"Av. Sant Ildefons, 8","Av. de Sant Ildefons, 8, 08940 Cornellà de Llobregat, Barcelona, Spain",9:30,PAH de Cornellà,41.3649272,2.0830935
19/04/2018,"C/ del Cedre, 1","Carrer del Cedre, 1, 08940 Esplugues de Llobregat, Barcelona, Spain",12:00,PAH de Cornellà,41.3659757,2.0843865
19/04/2018,"C/ de la República Argentina, 106","Avinguda de la República Argentina, 106, 08023 Barcelona, Spain",11:00,PAC Badalona,41.4111413,2.1454466
20/04/2018,"C/ de Salvà, 17","Carrer de Salvà, 17, 08004 Barcelona, Spain",11:00,PAH Barcelona,41.3739286,2.166457
20/04/2018,"C/ de la Cera, 33","Carrer de la Cera, 33, 08001 Barcelona, Spain",10:00,Resistim al Gòtic,41.3786615,2.1658726
20/04/2018,"C/ Carretes, 75","Carrer de les Carretes, 75, 08001 Barcelona, Spain",11:30,Resistim al Gòtic,41.3765818,2.1689521
20/04/2018,"C/ Arc de Sant Pau, 11","Carrer de l'Arc de Sant Pau, 11, 08001 Barcelona, Spain",11:45,Resistim al Gòtic,41.3767605,2.1687608
20/04/2018,"C/ de Roger de Llúria, 38-40","Carrer de Roger de Llúria, 38, 08009 Barcelona, Spain",12:30,PAHV Gramanet,41.3919729,2.1705642
23/04/2018,"C/ de la Comtessa Pardo Bazan, 17","Carrer de la Comtessa de Pardo Bazán, 17, 08027 Barcelona, Spain",9:00,500x20,41.4242663,2.1852309
23/04/2018,"C/ de Puerto Príncipe, 42","Carrer de Puerto Príncipe, 42, 08027 Barcelona, Spain",8:30,Sindicat d'Habitatge de Sant Andreu,41.4223276,2.1812079
24/04/2018,"C/ del Mas Marí, 63","Carrer del Mas Marí, 63, 08923 Santa Coloma de Gramenet, Barcelona, Spain",10:30,PAHV Gramanet,41.4467879,2.2176524
24/04/2018,"C/ d'Olot, 8","Carrer d'Olot, 8, 08024 Barcelona, Spain",12:30,PAHV Gramanet,41.413036,2.1527056
26/04/2018,"C/ de Florència, 61",,10:30,PAHV Gramanet,,
23/04/2018,"C/ del Planeta Mart, 1","Barcelona, Spain",10:30,PAC Badalona,41.3850639,2.1734035
02/05/2018,C/ Vallcibera 7,"Carrer de Vallcivera, 7, 08033 Barcelona, Spain",09:00,AAVV Ciutat Meridiana,41.4605062,2.1783036
02/05/2018,C/ Eduard Tubau 36 (metro Llucmajor),"Carrer d'Eduard Tubau, 36, 08016 Barcelona, Spain",09:00,500x20,41.4381295,2.1751369
03/05/2018,C/ Gènova 48,,09:00,PAH Gramenet,,
03/05/2018,"C/ Ferran, 39","Carrer de Ferran, 39, 08002 Barcelona, Spain",10:30,PAH Barcelona,41.3818234,2.175795
03/05/2018,"C/ de la Lluna, 27","Carrer de la Lluna, 27, 08001 Barcelona, Spain",8:00,Raval Resistim,41.3815769,2.165434
03/05/2018,"Plaça del Mig de Can Clos, 5","Plaça del Mig de Can Clos, 5, 08038 Barcelona, Spain",9:00,XSM La Marina-Zona Franca,41.360551,2.1466091
04/05/2018,"C/ de Cantàbria, 42","Carrer de Cantàbria, 42, 08020 Barcelona, Spain",10:00,PAH Barcelona,41.4209743,2.2003461
07/05/2018,"C/ de Pujós, 69-71 (Metro Collblanc)","Carrer de Pujós, 69, 08904 L'Hospitalet de Llobregat, Barcelona, Spain",11:30,PAH L'Hospitalet,41.3725931,2.1171665
07/05/2018,"C/ de Sant Joaquim, 125","Carrer de Sant Joaquim, 125, 08922 Santa Coloma de Gramenet, Barcelona, Spain",10:30,PAHV Gramanet,41.4460784,2.2077775
08/05/2018,"C/ del Bedoll, 2 (Metro Sant Ildefons)","Carrer del Bedoll, 2, 08940 Cornellà de Llobregat, Barcelona, Spain",10:00,PAH Cornellà,41.3643157,2.0821834
10/05/2018,Mare de Deu de Lorda 86,"Carrer de la Mare de Déu de Lorda, 86, 08033 Barcelona, Spain",08:30,Xarxa de Suport Mutu de la Trini,41.4524519,2.1930371
09/05/2018,"C/ de les Portadores, 8","Carrer de les Portadores, 8, 08003 Barcelona, Spain",10:15,PAH Barcelona,41.3823876,2.1820188
09/05/2018,"C/ de Marquès de Barberà, 14","Carrer del Marquès de Barberà, 14, 08001 Barcelona, Spain",10:30,Raval Resistim,41.3785312,2.1721927
11/05/2018,Mare de Deu de Lorda 86,"Carrer de la Mare de Déu de Lorda, 86, 08033 Barcelona, Spain",08:30,Xarxa de Suport Mutu de la Trini,41.4524519,2.1930371
10/05/2018,"C/ de l'Epir, 6 (Metro Besòs Mar)","Carrer de l'Epir, 6, 08019 Barcelona, Spain",08:30,PAH Barcelona,41.4144007,2.218778
10/05/2018,"C/ de Pau Claris, 11","Carrer de Pau Claris, 11, 08010 Barcelona, Spain",11:00,PAC Badalona,41.3889918,2.1717569
14/05/2018,C/ de Perafita 34,"Carrer de Perafita, 34, 08033 Barcelona, Spain",09:00,AVV Ciutat Meridiana,41.4596911,2.1689609
14/05/2018,C/ de Pedraforca 19,"Carrer del Pedraforca, 19, 08033 Barcelona, Spain",09:30,AVV Ciutat Meridiana,41.4621822,2.1751026
15/05/2018,C/ Fonthonrada 39,"Carrer de la Font Honrada, 39, 08004 Barcelona, Spain",09:00,SdB Poble Sec,41.3727343,2.156006
15/05/2018,C/ Parlament 1-3,"Carrer del Parlament, 1, 08015 Barcelona, Spain",09:00,Fem Sant Antoni,41.3755138,2.1611276
15/05/2018,"C/ d'Elkano, 4","Carrer d'Elkano, 4, 08004 Barcelona, Spain",09:00,SdB Poble Sec,41.3723619,2.165758
15/05/2018,"C/ de la Mineria, 62","Carrer de la Mineria, 62, 08038 Barcelona, Spain",10:30,PAH Barcelona,41.3673383,2.1403518
18/05/2018,"C/ de la Mare Eterna, 34","Carrer de la Mare Eterna, 34, 08030 Barcelona, Spain",9:00,500x20,41.4348621,2.2033626
18/05/2018,"C/ del Centre, 5","Plaça del Centre, 5, 08014 Barcelona, Spain",10:30,500x20,41.3821741,2.1355969
18/05/2018,"C/ de Beret, 72","Carrer de Beret, 72, 08031 Barcelona, Spain",11:00,500x20,41.4332816,2.1688886
17/05/2018,"C/ del Beat Almató, 58","Carrer del Beat Almató, 58, 08023 Barcelona, Spain",10:00,PAH Barcelona,41.4182003,2.1486342
17/05/2018,"C/ del Desmai, 1","Carrer del Desmai, 1, 08940 Cornellà de Llobregat, Barcelona, Spain",12:00,PAH de Cornellà,41.3613727,2.0818976
18/05/2018,"C/ de Liszt, 93","Carrer de Liszt, 93, 08917 Santa Coloma de Gramenet, Barcelona, Spain",9:30,PAC Badalona,41.4500551,2.2216012
18/05/2018,"C/ de les Agudes, 110","Carrer de les Agudes, 110, 08033 Barcelona, Spain",9:30,AVV Ciutat Meridiana,41.4614164,2.1733938
18/05/2018,"C/ d'Almagro, 56","Carrer d'Almagro, 56, 08042 Barcelona, Spain",10:00,AVV Ciutat Meridiana,41.4444839,2.1723036
22/05/2018,"C/ de Santa Madrona, 12","Carrer de Santa Madrona, 12, 08001 Barcelona, Spain",9:50,RavalResistim,41.3753999,2.1716354
22/05/2018,"C/ de la Font Honrada, 39","Carrer de la Font Honrada, 39, 08004 Barcelona, Spain",9:00,SdB Poble Sec,41.3727343,2.156006
22/05/2018,"C/ Nou de la Rambla, 99 (M L2-L3 Paral·lel)","Carrer Nou de la Rambla, 99, 08001 Barcelona, Spain",9:15h,PAH BCN,41.3754129,2.1707559
24/05/2018,"C/ de Gènova, 48","Carrer de Gènova, 48, 08041 Barcelona, Spain",10:30,PAHV Gramanet,41.418256,2.1680085
22/05/2018,"C/ Nou de la Rambla, 99","Carrer Nou de la Rambla, 99, 08001 Barcelona, Spain",9:15h,PAH BCN i Raval Resistim,41.3754129,2.1707559
22/05/2018,"C/ Sta Madrona, 12","Carrer de Santa Madrona, 12, 08001 Barcelona, Spain",9:30h,PAH BCN i Raval Resistim,41.3753999,2.1716354
24/05/2018,C/ Moianès 77,"Carrer del Moianès, 77, 08014 Barcelona, Spain",9:00h,GHAS,41.3747106,2.1423773
24/05/2018,C/ Argentera 9,"Carrer de l'Argentera, 9, 08023 Barcelona, Spain",9:30h,Comissió d'Habitatge de Vallcarca,41.411743,2.1458578
23/05/2018,"C/ d'Alfons el Magnànim, 2","Carrer d'Alfons el Magnànim, 2, 08019 Barcelona, Spain",8:30,PAH Barcelona,41.4137888,2.2184034
25/05/2018,"C/ de Perafita, 26","Carrer de Perafita, 26, 08033 Barcelona, Spain",9:00,AVV Ciutat Meridiana,41.4598355,2.1700489
25/05/2018,C/ de Vidal i Guasch 17,"Carrer de Vidal i Guasch, 17, 08042 Barcelona, Spain",9:00,500x20,41.4460295,2.1753631
28/05/2018,"C/ Milans, 2","Carrer de Milans, 2, 08002 Barcelona, Spain",9:00,Resistim al Gòtic,41.3804675,2.1790163
1/06/2018,"C/ Mare de Déu del Remei, 19","Carrer de la Mare de Déu del Remei, 19, 08004 Barcelona, Spain",8:45,Sindicat de Barri del Poble Sec,41.3729453,2.15809
1/06/2018,"C/ Lancaster, 13","Carrer de Lancaster, 13, 08001 Barcelona, Spain",8:00,️  Resistim al Gòtic i veïnes Lancaster,41.3784123,2.1744849
31/05/2018,"C/ Campeny 30 
<M> L1 Torres i Bages","Carrer de Campeny, 30, 08030 Barcelona, Spain",9:30,"️  500x20 
Scarlett i els seus fills necessiten la nostra ajuda.",41.4406373,2.1862551
4/06/2018,C/Xifré 90,"Carrer de Xifré, 90, 08026 Barcelona, Spain",Hora a confirmar,️  Observatori d'habitatge i turisme del Clot-Camp de l'Arpa,41.410749,2.1812023
1/06/2018,"C/Beates, 14","Carrer de les Beates, 14, 08003 Barcelona, Spain",9:00,️  Resistim al Gòtic,41.3864327,2.1765121
05/06/2018,"C/ de Pàvia, 35","Carrer de Pavia, 35, 08028 Barcelona, Spain",9:00,GHAS,41.3724746,2.1310637
